Date,Open,High,Low,Close,Adj Close,Volume
2022-01-03,20.481599807739258,20.646020889282227,20.408100128173828,20.481599807739258,20.481599807739258,0
2022-01-04,20.49839973449707,20.632129669189453,20.415109634399414,20.486000061035156,20.486000061035156,0
2022-01-05,20.522300720214844,20.56049919128418,20.329999923706055,20.52199935913086,20.52199935913086,0
2022-01-06,20.57084083557129,20.750410079956055,20.397600173950195,20.56369972229004,20.56369972229004,0
2022-01-07,20.505599975585938,20.515649795532227,20.356199264526367,20.493099212646484,20.493099212646484,0
2022-01-10,20.39069938659668,20.52012062072754,20.34079933166504,20.390470504760742,20.390470504760742,0
2022-01-11,20.368940353393555,20.44845962524414,20.32699966430664,20.358200073242188,20.358200073242188,0
2022-01-12,20.387100219726562,20.440629959106445,20.318119049072266,20.39051055908203,20.39051055908203,0
2022-01-13,20.360700607299805,20.411399841308594,20.323200225830078,20.362850189208984,20.362850189208984,0
2022-01-14,20.324499130249023,20.351449966430664,20.26849937438965,20.333669662475586,20.333669662475586,0
2022-01-17,20.301000595092773,20.3518009185791,20.26729965209961,20.301000595092773,20.301000595092773,0
2022-01-18,20.29129981994629,20.403560638427734,20.266799926757812,20.289499282836914,20.289499282836914,0
2022-01-19,20.396499633789062,20.480600357055664,20.318099975585938,20.398799896240234,20.398799896240234,0
2022-01-20,20.50200080871582,20.51580047607422,20.371299743652344,20.500499725341797,20.500499725341797,0
2022-01-21,20.522319793701172,20.553560256958008,20.432809829711914,20.530719757080078,20.530719757080078,0
2022-01-24,20.451370239257812,20.67612075805664,20.42300033569336,20.448150634765625,20.448150634765625,0
2022-01-25,20.572900772094727,20.690420150756836,20.56130027770996,20.573829650878906,20.573829650878906,0
2022-01-26,20.607620239257812,20.670700073242188,20.539600372314453,20.60700035095215,20.60700035095215,0
2022-01-27,20.713130950927734,20.806699752807617,20.655170440673828,20.71540069580078,20.71540069580078,0
2022-01-28,20.766660690307617,20.89657974243164,20.70210075378418,20.76740074157715,20.76740074157715,0
2022-01-31,20.830400466918945,20.836999893188477,20.606000900268555,20.82900047302246,20.82900047302246,0
2022-02-01,20.625900268554688,20.645780563354492,20.494600296020508,20.625900268554688,20.625900268554688,0
2022-02-02,20.53339958190918,20.636579513549805,20.470500946044922,20.545700073242188,20.545700073242188,0
2022-02-03,20.60856056213379,20.649389266967773,20.506000518798828,20.601200103759766,20.601200103759766,0
2022-02-04,20.565919876098633,20.787080764770508,20.52899932861328,20.564599990844727,20.564599990844727,0
2022-02-07,20.65570068359375,20.69502067565918,20.573699951171875,20.653600692749023,20.653600692749023,0
2022-02-08,20.580299377441406,20.68383026123047,20.57939910888672,20.580799102783203,20.580799102783203,0
2022-02-09,20.58489990234375,20.6205997467041,20.471900939941406,20.597620010375977,20.597620010375977,0
2022-02-10,20.487239837646484,20.535490036010742,20.350439071655273,20.48784065246582,20.48784065246582,0
2022-02-11,20.5585994720459,20.631969451904297,20.358699798583984,20.557199478149414,20.557199478149414,0
2022-02-14,20.514549255371094,20.568099975585938,20.38629913330078,20.510440826416016,20.510440826416016,0
2022-02-15,20.392000198364258,20.445220947265625,20.33989906311035,20.40899085998535,20.40899085998535,0
2022-02-16,20.384599685668945,20.409099578857422,20.298999786376953,20.383800506591797,20.383800506591797,0
2022-02-17,20.292299270629883,20.351659774780273,20.231000900268555,20.286399841308594,20.286399841308594,0
2022-02-18,20.307050704956055,20.333650588989258,20.24574089050293,20.29159927368164,20.29159927368164,0
2022-02-21,20.29450035095215,20.311649322509766,20.235200881958008,20.295249938964844,20.295249938964844,0
2022-02-22,20.325199127197266,20.369979858398438,20.25670051574707,20.322980880737305,20.322980880737305,0
2022-02-23,20.281700134277344,20.29557991027832,20.146499633789062,20.29439926147461,20.29439926147461,0
2022-02-24,20.239599227905273,20.677520751953125,20.231199264526367,20.231700897216797,20.231700897216797,0
2022-02-25,20.561859130859375,20.56934928894043,20.379289627075195,20.563369750976562,20.563369750976562,0
2022-02-28,20.569950103759766,20.611560821533203,20.310100555419922,20.573139190673828,20.573139190673828,0
2022-03-01,20.46339988708496,20.585729598999023,20.377899169921875,20.4606990814209,20.4606990814209,0
2022-03-02,20.629499435424805,20.79199981689453,20.615930557250977,20.64310073852539,20.64310073852539,0
2022-03-03,20.642160415649414,20.751699447631836,20.615699768066406,20.642549514770508,20.642549514770508,0
2022-03-04,20.628599166870117,20.96725082397461,20.628599166870117,20.63939094543457,20.63939094543457,0
2022-03-07,20.971519470214844,21.26129913330078,20.94879913330078,20.96925926208496,20.96925926208496,0
2022-03-08,21.30030059814453,21.462690353393555,21.246400833129883,21.305349349975586,21.305349349975586,0
2022-03-09,21.350990295410156,21.358999252319336,20.92569923400879,21.362390518188477,21.362390518188477,0
2022-03-10,20.90452003479004,21.060039520263672,20.89109992980957,20.905189514160156,20.905189514160156,0
2022-03-11,20.919069290161133,21.046499252319336,20.841299057006836,20.91200065612793,20.91200065612793,0
2022-03-14,20.902099609375,20.97757911682129,20.820600509643555,20.887510299682617,20.887510299682617,0
2022-03-15,20.89604949951172,20.92613983154297,20.823400497436523,20.90036964416504,20.90036964416504,0
2022-03-16,20.827909469604492,20.84950065612793,20.656919479370117,20.812599182128906,20.812599182128906,0
2022-03-17,20.638999938964844,20.663009643554688,20.55286979675293,20.630699157714844,20.630699157714844,0
2022-03-18,20.514110565185547,20.539579391479492,20.39590072631836,20.514089584350586,20.514089584350586,0
2022-03-21,20.385059356689453,20.410810470581055,20.258499145507812,20.381149291992188,20.381149291992188,0
2022-03-22,20.386089324951172,20.417409896850586,20.242000579833984,20.381900787353516,20.381900787353516,0
2022-03-23,20.267499923706055,20.285289764404297,20.146400451660156,20.272199630737305,20.272199630737305,0
2022-03-24,20.211299896240234,20.234039306640625,20.112699508666992,20.226640701293945,20.226640701293945,0
2022-03-25,20.079299926757812,20.09136962890625,19.90995979309082,20.066299438476562,20.066299438476562,0
2022-03-28,20.030149459838867,20.184179306030273,20.004499435424805,20.030149459838867,20.030149459838867,0
2022-03-29,20.091249465942383,20.111270904541016,19.914400100708008,20.091249465942383,20.091249465942383,0
2022-03-30,19.965599060058594,19.973100662231445,19.813499450683594,19.965599060058594,19.965599060058594,0
2022-03-31,19.878150939941406,19.964599609375,19.806299209594727,19.878150939941406,19.878150939941406,0
2022-04-01,19.875200271606445,19.9300594329834,19.750999450683594,19.875200271606445,19.875200271606445,0
2022-04-04,19.8572998046875,19.868200302124023,19.723100662231445,19.8572998046875,19.8572998046875,0
2022-04-05,19.8093204498291,19.939559936523438,19.754899978637695,19.8093204498291,19.8093204498291,0
2022-04-06,19.98259925842285,20.0748291015625,19.96150016784668,19.98259925842285,19.98259925842285,0
2022-04-07,20.161460876464844,20.187999725341797,20.094999313354492,20.161460876464844,20.161460876464844,0
2022-04-08,20.130319595336914,20.185100555419922,20.065000534057617,20.130319595336914,20.130319595336914,0
2022-04-11,20.064849853515625,20.121139526367188,19.99090003967285,20.064849853515625,20.064849853515625,0
2022-04-12,19.941940307617188,19.943880081176758,19.776399612426758,19.941940307617188,19.941940307617188,0
2022-04-13,19.80328941345215,19.827470779418945,19.73349952697754,19.80328941345215,19.80328941345215,0
2022-04-14,19.76129913330078,20.009979248046875,19.717500686645508,19.76129913330078,19.76129913330078,0
2022-04-15,19.962299346923828,19.973499298095703,19.92970085144043,19.962299346923828,19.962299346923828,0
2022-04-18,19.95359992980957,20.00497055053711,19.881999969482422,19.95359992980957,19.95359992980957,0
2022-04-19,19.79520034790039,20.068239212036133,19.753299713134766,19.79520034790039,19.79520034790039,0
2022-04-20,20.018110275268555,20.066850662231445,19.9330997467041,20.018110275268555,20.018110275268555,0
2022-04-21,19.97369956970215,20.201210021972656,19.970199584960938,19.97369956970215,19.97369956970215,0
2022-04-22,20.184650421142578,20.376720428466797,20.15920066833496,20.184650421142578,20.184650421142578,0
2022-04-25,20.23200035095215,20.474159240722656,20.229400634765625,20.23200035095215,20.23200035095215,0
2022-04-26,20.214599609375,20.442949295043945,20.180599212646484,20.214599609375,20.214599609375,0
2022-04-27,20.380319595336914,20.52872085571289,20.312999725341797,20.380319595336914,20.380319595336914,0
2022-04-28,20.372299194335938,20.631549835205078,20.335899353027344,20.372299194335938,20.372299194335938,0
2022-04-29,20.441299438476562,20.449499130249023,20.289100646972656,20.441299438476562,20.441299438476562,0
2022-05-02,20.41737937927246,20.48031997680664,20.331199645996094,20.41737937927246,20.41737937927246,0
2022-05-03,20.448200225830078,20.473730087280273,20.271900177001953,20.448200225830078,20.448200225830078,0
2022-05-04,20.280059814453125,20.30171012878418,20.177099227905273,20.280059814453125,20.280059814453125,0
2022-05-05,20.038259506225586,20.31175994873047,19.992599487304688,20.038259506225586,20.038259506225586,0
2022-05-06,20.21470069885254,20.29400062561035,20.071500778198242,20.21470069885254,20.21470069885254,0
2022-05-09,20.176300048828125,20.388500213623047,20.18600082397461,20.176300048828125,20.176300048828125,0
2022-05-10,20.3635196685791,20.43195915222168,20.26799964904785,20.3635196685791,20.3635196685791,0
2022-05-11,20.380359649658203,20.455379486083984,20.220199584960938,20.380359649658203,20.380359649658203,0
2022-05-12,20.319730758666992,20.467300415039062,20.257699966430664,20.319730758666992,20.319730758666992,0
2022-05-13,20.172700881958008,20.250810623168945,20.120899200439453,20.172700881958008,20.172700881958008,0
2022-05-16,20.09126091003418,20.175500869750977,20.034900665283203,20.09126091003418,20.09126091003418,0
2022-05-17,20.019100189208984,20.037330627441406,19.915300369262695,20.019100189208984,20.019100189208984,0
2022-05-18,19.93549919128418,20.007980346679688,19.869600296020508,19.93549919128418,19.93549919128418,0
2022-05-19,20.023000717163086,20.067230224609375,19.862600326538086,20.023000717163086,20.023000717163086,0
2022-05-20,19.923599243164062,19.96002960205078,19.824899673461914,19.923599243164062,19.923599243164062,0
2022-05-23,19.84942054748535,19.8885498046875,19.77815055847168,19.84942054748535,19.84942054748535,0
